date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
39,366000.0,3.0,1.75,1520,8625,1.0,0,0,3,1520,0,1976,0,1583,5,9,0
39,429950.0,3.0,1.5,2010,9480,1.0,0,0,3,1570,440,1951,1994,230,35,60,0
39,710000.0,3.0,3.5,2440,3427,2.0,0,0,3,1990,450,2000,0,2133,3,4,0
39,895000.0,5.0,2.5,2550,20875,1.0,0,0,4,1610,940,1953,1983,227,3,3,0
39,149500.0,3.0,1.0,1010,9450,1.0,0,0,4,1010,0,1959,0,2352,10,73,0
39,310000.0,3.0,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009,4303,35,49,0
39,555000.0,3.0,2.0,2180,4976,1.5,0,2,4,1680,500,1930,0,2992,35,61,0
39,750000.0,5.0,3.25,2750,7500,2.0,0,1,3,2150,600,1937,1997,79,19,21,0
39,745000.0,4.0,3.25,3490,7024,2.0,0,0,3,3490,0,2006,0,2402,33,43,0
39,433000.0,3.0,1.75,1870,7189,1.0,0,0,3,1270,600,1959,1989,3845,35,57,0
39,307000.0,4.0,1.0,1150,8184,1.5,0,0,3,1150,0,1947,2012,1072,36,67,0
39,655275.0,3.0,1.75,2050,11856,1.0,0,0,3,1460,590,1962,2003,3106,3,5,0
39,392000.0,4.0,2.75,1940,6555,2.0,0,0,3,1940,0,1990,2009,2246,21,23,0
39,1180000.0,5.0,3.75,3630,6000,1.5,0,0,3,2470,1160,2004,2003,4145,19,21,0
39,359950.0,3.0,1.75,1890,9100,2.0,0,0,4,1890,0,1952,0,1193,36,62,0
39,360000.0,4.0,2.0,1630,10375,1.0,0,0,5,1630,0,1968,0,1375,42,44,0
39,566000.0,4.0,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005,3959,35,56,0
39,700000.0,5.0,2.75,3100,9825,2.0,0,2,4,3100,0,1950,1982,3203,35,60,0
39,415000.0,3.0,2.5,2090,6045,2.0,0,0,3,2090,0,2000,0,2786,32,34,0
39,199500.0,3.0,1.0,920,9812,1.0,0,0,4,920,0,1962,0,2826,1,0,0
39,749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,1926,2003,4011,35,56,0
39,680000.0,3.0,1.75,1760,8400,1.0,0,0,4,1460,300,1960,2001,4006,35,63,0
39,400000.0,4.0,2.5,2530,7563,1.0,0,0,3,1440,1090,1978,0,4486,5,9,0
39,608000.0,4.0,2.75,2490,9714,1.0,0,0,4,1400,1090,1983,0,129,5,9,0
39,480000.0,5.0,2.5,2732,9500,1.0,0,2,4,1870,862,1975,0,28,14,2,0
39,1059500.0,5.0,3.25,3230,3825,2.0,0,0,3,2480,750,2014,0,3832,35,56,0
39,695000.0,4.0,3.5,3510,9364,2.0,0,0,3,3510,0,2001,0,2870,38,38,0
39,899900.0,4.0,2.5,2580,3909,2.0,0,0,3,2580,0,2013,1923,508,19,21,0
39,499950.0,2.0,2.25,1060,1208,2.0,0,0,3,940,120,2005,0,1665,35,46,0
39,533112.0,4.0,2.75,2790,8853,2.0,0,0,3,2790,0,2013,1923,88,27,27,0
39,303210.0,4.0,2.5,2009,5000,2.0,0,0,3,2009,0,2014,0,2072,1,45,0
39,525000.0,5.0,2.75,2880,8364,2.0,0,0,3,2880,0,2006,0,3113,32,37,0
39,399950.0,2.0,1.0,710,1157,2.0,0,0,4,710,0,1943,0,2027,35,46,0
40,850830.0,3.0,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0,2178,35,46,0
40,371500.0,3.0,2.0,1370,8336,1.0,0,0,5,1370,0,1964,0,1984,36,62,0
40,522000.0,3.0,1.75,1730,8400,1.0,0,0,4,1400,330,1980,0,4267,31,31,0
40,588000.0,4.0,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005,4067,35,54,0
40,276900.0,2.0,1.0,1350,10096,1.0,0,2,4,1350,0,1952,0,3211,27,27,0
40,248000.0,5.0,1.5,1510,9078,1.0,0,0,4,1510,0,1959,0,1727,34,69,0
40,280000.0,3.0,2.5,1860,6607,2.0,0,0,3,1860,0,1989,0,436,14,13,0
40,290300.0,2.0,1.0,860,3874,1.0,0,0,4,860,0,1931,0,4363,32,35,0
40,527000.0,2.0,1.75,1640,4080,1.0,0,0,3,840,800,1921,2000,3388,35,48,0
40,487028.0,2.0,1.5,1295,1093,2.0,0,0,3,1105,190,2007,0,2187,35,59,0
40,799000.0,3.0,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,857,35,64,0
40,354000.0,3.0,1.0,940,10368,1.0,0,0,3,940,0,1965,1993,1071,31,31,0
40,262500.0,3.0,1.5,1160,8906,1.0,0,0,3,1160,0,1962,2003,3958,35,57,0
40,560200.0,3.0,2.5,1990,3984,2.0,0,0,3,1990,0,2004,2003,2079,33,43,0
40,220000.0,3.0,1.0,1050,6300,1.0,0,0,3,1050,0,1942,1999,41,35,65,0
40,650000.0,2.0,1.0,1030,5750,1.0,0,0,5,1030,0,1928,1970,1588,35,55,0
40,435000.0,3.0,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003,744,35,62,0
40,800000.0,4.0,3.75,2690,4000,2.0,0,3,4,2120,570,1909,1989,2212,35,58,0
40,200000.0,2.0,1.0,700,4700,1.0,0,0,5,700,0,1953,0,4005,32,34,0
40,295000.0,5.0,3.5,2100,5107,2.0,0,0,3,1410,690,1999,0,19,35,71,0
40,515000.0,3.0,2.5,3370,19585,2.0,0,0,3,3200,170,1951,1994,1001,36,62,0
40,285000.0,3.0,2.5,1870,4060,2.0,0,0,3,1870,0,2005,0,693,18,26,0
40,290000.0,3.0,1.75,1520,15090,1.0,0,0,4,1520,0,1968,0,2482,21,23,0
40,381000.0,3.0,1.5,1460,11407,1.0,0,0,3,1460,0,1954,2005,1145,20,67,0
40,571000.0,3.0,2.5,2600,7465,2.0,0,0,3,2600,0,1988,2000,1022,5,9,0
40,852600.0,4.0,2.5,3320,11901,2.0,0,0,5,2650,670,1977,0,3546,3,5,0
40,1085000.0,5.0,2.5,2340,6000,2.0,0,0,4,2340,0,1922,0,2630,35,64,0
40,371000.0,3.0,1.0,890,7200,1.0,0,0,3,890,0,1951,1994,3029,35,60,0
40,514000.0,3.0,1.75,1720,5899,1.0,0,1,3,1220,500,1986,0,3110,35,63,0
40,386000.0,3.0,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003,2926,35,74,0
40,464000.0,4.0,2.5,2180,7203,2.0,0,0,4,2180,0,1989,0,3468,32,37,0
40,335000.0,4.0,2.25,2030,13500,1.0,0,0,3,1230,800,1963,2008,1729,32,37,0
40,740000.0,4.0,2.75,2490,17833,2.0,0,2,3,1490,1000,1979,2014,558,35,60,0
40,465000.0,4.0,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,118,35,60,0
40,700000.0,3.0,2.75,2500,7378,1.0,0,0,5,1390,1110,1948,1985,24,35,70,0
40,785000.0,3.0,3.5,4500,21870,2.0,0,0,3,4500,0,2004,2003,734,1,45,0
40,350000.0,3.0,3.25,1460,1592,2.0,0,0,3,1130,330,2006,0,3672,35,61,0
40,530000.0,3.0,1.75,1550,3680,1.0,0,0,3,1050,500,1927,2011,1758,35,56,0
40,349000.0,3.0,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0,3920,35,47,0
40,240000.0,3.0,1.5,1360,9760,1.5,0,0,5,1360,0,1984,0,3249,27,27,0
40,330000.0,3.0,2.5,2210,7557,2.0,0,0,3,2210,0,1989,0,2754,14,13,0
40,735000.0,4.0,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,3848,35,54,0
40,545000.0,3.0,2.5,2180,15693,1.0,0,0,4,1850,330,1979,0,1411,33,43,0
40,214950.0,3.0,1.75,1570,4875,1.0,0,0,4,1310,260,1977,0,2337,9,26,0
40,476000.0,3.0,1.0,1140,5500,1.5,0,0,4,1140,0,1908,0,3265,35,74,0
40,110000.0,2.0,1.0,800,15000,1.0,0,0,3,800,0,1927,2011,482,35,69,0
40,292000.0,4.0,2.75,2414,7693,2.0,0,0,3,2414,0,2006,0,2658,1,1,0
40,317000.0,3.0,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008,699,35,60,0
40,455000.0,4.0,2.5,3170,10688,2.0,0,2,3,3170,0,2001,0,262,1,0,0
40,1365000.0,5.0,3.5,4210,17258,2.0,0,3,3,4210,0,1995,0,3606,3,5,0
40,460000.0,3.0,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0,2978,35,61,0
40,405000.0,3.0,2.0,1640,7201,1.0,0,0,3,1640,0,1948,1994,588,35,60,0
40,333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,1942,1999,4472,35,56,0
40,427000.0,4.0,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0,2075,35,53,0
40,742000.0,4.0,2.5,2810,10986,2.0,0,0,3,2810,0,1997,0,1374,33,43,0
40,465000.0,4.0,2.5,2090,9702,1.0,0,0,5,1320,770,1965,0,1156,36,62,0
40,809950.0,4.0,2.5,3280,6181,2.0,0,0,3,3280,0,2001,0,1574,33,42,0
40,619400.0,4.0,2.0,2090,3610,1.5,0,0,5,1790,300,1927,0,4130,35,54,0
40,762400.0,3.0,1.75,2430,14607,1.0,0,1,3,1230,1200,1949,1970,3424,23,25,0
40,881000.0,5.0,3.0,2510,4125,1.5,0,3,5,1590,920,1925,0,3555,35,64,0
40,813000.0,4.0,2.75,3370,6675,1.0,0,3,4,1920,1450,1948,0,985,35,64,0
40,234000.0,3.0,2.0,1640,5280,1.5,0,0,5,1640,0,1910,0,2430,1,1,0
40,308900.0,3.0,2.5,2250,7294,2.0,0,0,3,2250,0,1994,0,3446,1,45,0
40,450000.0,4.0,2.5,2300,19250,1.0,0,0,4,2300,0,1955,2009,714,27,27,0
40,547500.0,3.0,3.5,1650,2262,3.0,0,0,3,1650,0,2010,0,4052,35,47,0
40,399950.0,2.0,1.0,710,1131,2.0,0,0,4,710,0,1943,0,2027,35,46,0
40,516000.0,4.0,3.5,2550,8698,2.0,0,0,3,2550,0,2007,0,4295,38,38,0
40,250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,2006,0,72,35,62,0
40,475000.0,3.0,2.25,1630,2520,2.0,0,0,3,1630,0,2005,0,1666,16,17,0
40,415000.0,4.0,2.5,2550,4500,2.0,0,0,3,2550,0,2009,0,3629,32,37,0
40,545000.0,2.0,1.25,1240,2150,2.0,0,0,3,1240,0,2014,0,4134,35,56,0
40,329950.0,3.0,2.5,2456,7566,2.0,0,0,3,2456,0,2012,1912,2815,14,13,0
41,1325000.0,5.0,2.25,3200,20158,1.0,0,0,3,1600,1600,1965,1993,1829,8,3,0
41,610750.0,4.0,2.25,2180,7297,2.0,0,0,3,2180,0,1984,0,1783,33,42,0
41,578000.0,4.0,2.5,3140,9225,1.0,0,2,5,1770,1370,1966,0,3556,32,35,0
41,1485000.0,4.0,3.75,4030,10800,2.0,0,0,3,4030,0,2006,0,3718,19,21,0
41,501000.0,3.0,1.75,1970,7972,1.0,0,3,5,1370,600,1976,0,4264,32,35,0
41,465250.0,5.0,2.0,1940,7642,1.5,0,0,3,1940,0,1957,2000,1662,36,70,0
41,2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0,1344,35,53,0
41,315000.0,2.0,1.0,970,5665,1.0,0,0,4,970,0,1908,0,3385,35,57,0
41,789500.0,4.0,2.5,3010,6100,2.0,0,0,3,3010,0,2005,0,3775,31,31,0
41,678500.0,3.0,2.0,2460,6600,1.0,0,2,4,1370,1090,1952,0,4354,35,63,0
41,342500.0,3.0,2.0,2080,11375,1.0,0,0,3,2080,0,2002,0,2796,12,12,0
41,860000.0,4.0,3.25,3960,7012,2.0,0,0,3,3960,0,2005,0,1611,33,43,0
41,306000.0,4.0,2.5,2490,8124,2.0,0,0,3,2490,0,2001,0,2538,1,45,0
41,580000.0,5.0,2.0,2060,6000,2.0,0,0,3,2060,0,1903,2005,1770,35,48,0
41,405000.0,3.0,1.0,1330,15678,1.0,0,0,3,900,430,1984,0,2566,33,42,0
41,510000.0,3.0,1.75,1600,19200,1.0,0,0,4,1600,0,1967,0,695,19,22,0
41,173000.0,2.0,1.0,820,10450,1.0,0,0,4,820,0,1965,0,160,32,33,0
41,210000.0,4.0,1.75,1200,7680,1.0,0,0,3,1200,0,1968,1997,2702,1,45,0
41,445000.0,3.0,1.0,1050,5664,1.0,0,0,4,910,140,1947,1988,4193,35,54,0
41,585000.0,3.0,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,2305,35,74,0
41,381000.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1950,0,258,36,67,0
41,890000.0,3.0,2.25,2060,8640,1.0,0,0,4,2060,0,1966,0,3407,19,21,0
41,235000.0,3.0,1.75,1840,9697,1.0,0,0,4,1500,340,1985,0,423,18,18,0
41,480000.0,3.0,2.5,1250,1103,3.0,0,2,3,1250,0,2005,0,3491,35,47,0
41,575000.0,2.0,1.0,1510,4032,1.5,0,0,3,1310,200,1935,1974,1660,35,74,0
41,350000.0,4.0,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,1017,35,64,0
41,259000.0,4.0,1.5,1490,7560,2.0,0,0,3,1490,0,1966,1963,2256,10,73,0
41,599000.0,5.0,2.75,2820,4608,1.0,0,0,3,1450,1370,1967,2011,2608,35,56,0
41,210000.0,4.0,1.5,1130,7840,1.0,0,0,4,1130,0,1970,0,2816,14,13,0
41,1184000.0,4.0,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985,3967,35,54,0
41,545000.0,3.0,1.0,1510,5000,1.5,0,0,3,1510,0,1909,2004,3644,35,48,0
41,299995.0,3.0,2.5,1970,7500,2.0,0,0,3,1970,0,1988,2000,3406,1,45,0
41,440000.0,3.0,1.0,1210,5750,1.5,0,0,4,1210,0,1910,0,3875,35,63,0
41,795000.0,3.0,2.0,2420,17859,1.0,0,1,5,1500,920,1979,0,3928,19,22,0
41,445000.0,5.0,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,3773,35,51,0
41,397990.0,3.0,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0,371,35,70,0
41,706000.0,3.0,2.75,1900,6400,1.0,0,0,5,1410,490,1942,0,3233,35,48,0
41,363000.0,3.0,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0,178,35,62,0
41,850000.0,4.0,2.25,2130,11843,2.0,0,0,4,2130,0,1972,0,4001,23,25,0
41,620000.0,2.0,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0,1888,35,53,0
41,333000.0,4.0,2.5,1910,9244,1.0,0,0,4,1910,0,1963,0,3650,32,37,0
41,743000.0,3.0,1.75,2110,11250,1.0,0,0,4,2110,0,1961,2001,4371,23,25,0
41,448000.0,2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001,2855,35,50,0
41,498500.0,5.0,2.75,2990,7420,2.0,0,0,3,2990,0,1996,0,3218,32,37,0
41,531000.0,3.0,2.5,2120,9736,2.0,0,0,3,2120,0,1988,2000,1008,5,9,0
41,670000.0,3.0,2.5,2050,6420,1.0,0,3,3,1730,320,1956,2001,3622,35,55,0
41,310000.0,5.0,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0,3759,35,49,0
41,835000.0,3.0,3.0,2790,12523,2.0,1,4,4,1600,1190,1977,0,2382,10,73,0
41,1688000.0,4.0,2.5,3000,7500,2.0,0,0,3,3000,0,1937,1994,3042,35,48,0
41,495000.0,4.0,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0,3755,35,62,0
41,495000.0,3.0,2.0,1769,9300,1.0,0,0,4,1769,0,1955,2009,3540,26,68,0
41,440000.0,3.0,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993,474,35,62,0
41,1034500.0,4.0,2.5,2370,10858,2.0,0,0,3,2370,0,2003,0,227,3,3,0
41,248000.0,4.0,2.5,1770,5855,2.0,0,0,3,1770,0,2003,0,1841,21,23,0
41,294000.0,4.0,2.5,2210,8465,1.0,0,0,3,1490,720,1990,2009,3484,1,45,0
41,561000.0,3.0,2.25,1710,4140,2.0,0,0,3,1710,0,2004,2003,1712,16,17,0
41,656500.0,4.0,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,3754,35,54,0
41,660000.0,3.0,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0,3989,35,47,0
41,370000.0,2.0,1.0,1220,17172,1.0,0,0,4,1220,0,1947,1988,697,19,21,0
41,349950.0,3.0,1.0,1060,9525,1.0,0,0,3,1060,0,1966,1963,1315,31,31,0
41,223000.0,2.0,1.0,910,9869,1.0,0,0,3,910,0,1957,2000,351,32,36,0
41,560000.0,4.0,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,2739,35,50,0
41,594000.0,4.0,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0,4021,35,54,0
41,600000.0,3.0,2.25,1480,5400,2.0,0,0,4,1480,0,1914,1945,4165,35,59,0
41,315000.0,3.0,2.5,1880,7000,2.0,0,0,3,1880,0,1993,0,362,18,19,0
41,430000.0,4.0,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,732,35,60,0
41,440000.0,3.0,2.75,1560,7392,1.0,0,0,5,1030,530,1972,0,1010,19,22,0
41,312500.0,2.0,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0,4427,35,47,0
41,1240000.0,5.0,4.0,4410,14380,2.0,0,0,3,4410,0,2006,0,1203,31,31,0
41,300000.0,3.0,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0,3547,35,51,0
41,680000.0,3.0,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,944,16,17,0
41,336750.0,2.0,2.25,1170,1011,2.0,0,0,3,1170,0,2009,0,1931,16,15,0
42,822500.0,5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,3485,35,47,0
42,589000.0,4.0,3.0,2440,9600,2.0,0,0,5,2440,0,1961,0,342,19,22,0
42,863000.0,4.0,2.5,4120,22370,2.0,0,0,3,4120,0,1997,0,1090,33,42,0
42,210000.0,2.0,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000,2119,10,73,0
42,206135.0,3.0,1.0,1340,11070,1.0,0,0,4,1340,0,1978,2000,455,18,18,0
42,285000.0,3.0,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014,3962,35,57,0
42,230000.0,2.0,1.0,930,7550,1.0,0,0,3,930,0,1986,0,632,34,69,0
42,350000.0,3.0,1.75,1820,9545,1.0,0,0,3,1230,590,1976,0,2594,20,67,0
42,304000.0,3.0,1.0,1280,8184,1.5,0,0,4,1280,0,1947,1988,1175,36,67,0
42,370000.0,2.0,1.0,900,4600,1.0,0,0,3,900,0,1951,1994,2615,35,56,0
42,810000.0,3.0,1.75,1980,13503,1.0,0,2,4,1320,660,1952,0,2292,3,7,0
42,440000.0,4.0,2.25,2010,7575,1.0,0,0,3,1220,790,1974,0,906,19,22,0
42,1030000.0,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005,3637,35,47,0
42,775000.0,4.0,2.0,3140,10875,1.0,0,1,3,1940,1200,1939,1969,2964,35,74,0
42,1335000.0,5.0,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990,81,35,53,0
42,235000.0,3.0,1.75,1900,8540,1.0,0,0,3,950,950,1980,0,630,34,69,0
42,499950.0,3.0,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003,3702,35,47,0
42,622500.0,5.0,2.75,3320,23760,2.0,0,0,4,2190,1130,1975,0,915,42,41,0
42,300000.0,4.0,2.5,2700,10814,1.0,0,0,4,1560,1140,1966,0,487,18,18,0
42,205000.0,3.0,1.0,1290,6566,1.0,0,0,5,1290,0,1976,0,2811,14,13,0
42,435000.0,3.0,1.75,1500,8173,1.0,0,0,3,1500,0,1997,0,4255,19,22,0
42,153000.0,3.0,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0,411,35,71,0
42,585000.0,3.0,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0,246,35,50,0
42,380000.0,4.0,2.5,2540,6365,2.0,0,0,3,1870,670,2000,0,1769,32,33,0
42,250600.0,4.0,2.5,1930,8660,1.0,0,0,3,1120,810,1981,2013,1698,1,0,0
42,890000.0,4.0,2.25,2770,13500,2.0,0,0,3,2770,0,1974,0,3819,23,25,0
42,370000.0,4.0,2.5,2220,5338,2.0,0,0,3,2220,0,2001,0,3490,32,37,0
42,369500.0,3.0,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001,790,35,60,0
42,615000.0,3.0,1.75,2350,20820,1.0,0,0,4,1800,550,1978,2000,3869,33,42,0
42,305000.0,3.0,1.5,1210,5240,1.0,0,0,4,610,600,1983,0,3579,35,49,0
42,590000.0,4.0,2.5,2010,7972,2.0,0,0,4,2010,0,1989,0,2837,16,17,0
42,485000.0,3.0,2.5,1580,6065,2.0,0,0,3,1580,0,1985,0,2061,16,17,0
42,215000.0,2.0,1.0,710,7200,1.0,0,0,3,710,0,1943,2002,3883,35,71,0
42,430000.0,3.0,2.0,1910,5040,1.5,0,0,3,1910,0,1971,0,2083,33,42,0
42,324900.0,4.0,2.5,1880,7965,2.0,0,0,3,1880,0,2000,0,1846,21,23,0
42,975000.0,5.0,2.75,3100,10014,1.0,0,2,4,1660,1440,1973,0,4419,23,25,0
42,910000.0,5.0,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0,2439,35,53,0
42,459950.0,3.0,1.75,1850,6869,1.0,0,2,5,1100,750,1919,1934,1892,6,68,0
42,325000.0,3.0,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0,2299,18,18,0
42,513000.0,4.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0,4384,35,61,0
42,475000.0,3.0,2.25,1580,12177,1.0,0,0,3,1200,380,1981,2013,1866,33,42,0
42,419000.0,4.0,2.5,2690,7947,2.0,0,0,3,2690,0,1993,0,826,32,36,0
42,760000.0,4.0,2.5,2420,10285,1.0,0,4,3,1700,720,1958,2004,614,6,65,0
42,1120000.0,5.0,1.5,2540,6660,2.0,0,3,4,2340,200,1954,1979,4491,35,63,0
42,725000.0,5.0,2.5,3210,12000,1.0,0,0,4,1830,1380,1968,0,894,3,6,0
42,580000.0,3.0,2.5,2040,4627,2.0,0,0,3,2040,0,1992,0,1357,31,31,0
42,385000.0,3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,142,35,62,0
42,265000.0,4.0,1.75,1900,10588,1.0,0,0,5,1900,0,1958,0,652,1,1,0
42,330000.0,3.0,2.5,1070,1155,2.0,0,0,3,720,350,2005,0,3331,35,55,0
42,799000.0,3.0,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0,3277,35,74,0
42,589000.0,3.0,2.0,2250,8800,1.0,0,0,4,1250,1000,1925,1968,2832,35,55,0
42,1695000.0,2.0,2.25,3170,3000,2.0,0,2,5,1990,1180,1900,0,2618,35,52,0
42,538000.0,3.0,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014,4112,35,47,0
42,530100.0,3.0,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003,498,35,56,0
42,718500.0,3.0,2.0,2910,6600,2.0,0,0,4,1920,990,1900,1988,3064,35,57,0
42,299000.0,3.0,1.75,1180,13927,1.0,0,0,5,1180,0,1962,0,1482,32,37,0
42,556000.0,3.0,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994,4069,35,61,0
42,171000.0,4.0,2.0,1520,19672,1.0,0,0,3,1020,500,1920,1979,989,40,72,0
42,540000.0,5.0,3.0,3610,9775,2.0,0,0,3,3610,0,2003,0,2144,21,23,0
42,250000.0,3.0,2.25,1400,3814,2.0,0,0,3,1400,0,2012,1912,1619,9,26,0
42,795000.0,4.0,3.5,3200,3250,2.0,0,0,3,2670,530,2007,0,2164,16,17,0
42,575000.0,3.0,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0,290,35,46,0
42,379500.0,3.0,2.25,1410,1287,2.0,0,0,3,1290,120,2005,0,1750,16,15,0
42,385000.0,4.0,2.5,2050,5276,2.0,0,0,3,2050,0,2006,0,3482,32,37,0
42,415500.0,4.0,2.5,1750,4779,2.0,0,0,3,1750,0,2009,0,4113,17,16,0
43,397500.0,3.0,2.0,1510,6710,1.0,0,0,3,1070,440,1972,2002,4414,19,22,0
43,530000.0,3.0,2.5,1930,7214,2.0,0,0,3,1930,0,2005,0,1544,35,60,0
43,850000.0,5.0,2.75,2920,11880,1.0,0,0,5,1660,1260,1968,0,974,16,15,0
43,496752.0,2.0,1.0,1980,5000,1.0,0,0,4,1090,890,1923,0,1555,35,64,0
43,330000.0,3.0,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005,2357,35,60,0
43,735000.0,4.0,2.75,2450,4187,2.0,0,2,3,2450,0,2010,0,1368,16,17,0
43,525000.0,4.0,2.75,2360,4924,2.0,0,0,3,2360,0,2008,0,1657,17,16,0
44,269950.0,3.0,2.5,1890,4838,2.0,0,0,3,1730,160,2002,0,3217,40,69,0
44,650000.0,3.0,1.75,2140,9484,1.0,0,0,3,1290,850,1953,0,822,3,3,0
44,520500.0,3.0,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001,4218,35,54,0
44,652500.0,4.0,2.5,2700,9122,2.0,0,0,3,2700,0,1990,2009,2257,16,17,0
44,506000.0,5.0,3.0,2430,8000,1.0,0,0,4,1370,1060,1957,2001,1210,3,7,0
44,416000.0,3.0,1.0,1110,12150,1.0,0,0,4,1110,0,1957,2001,3912,3,7,0
45,500000.0,4.0,2.75,2280,15347,1.0,0,0,5,2280,0,1960,0,4324,25,37,0
45,460000.0,3.0,1.75,1550,4708,1.0,0,0,4,860,690,1949,1985,3778,35,54,0
45,371025.0,3.0,2.0,1530,8925,1.0,0,0,3,1530,0,1977,2004,139,5,9,0
45,353500.0,4.0,2.25,1760,9602,2.0,0,0,3,1760,0,1987,2000,769,32,36,0
45,1735000.0,4.0,2.25,3040,5000,2.0,0,3,4,2080,960,1926,1993,3041,35,48,0
45,183000.0,3.0,1.75,1070,8100,1.0,0,0,4,1070,0,1957,2001,3890,1,1,0
45,763101.0,3.0,1.75,1990,5560,1.0,0,0,4,1100,890,1939,1989,3409,35,48,0
45,460000.0,2.0,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994,2317,35,55,0
45,825000.0,4.0,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,1040,35,55,0
45,265000.0,3.0,1.0,1000,9150,1.0,0,0,3,1000,0,1969,2010,1166,32,37,0
45,295000.0,3.0,1.75,1770,8235,1.0,0,0,3,1030,740,1960,2012,3335,6,66,0
45,418000.0,4.0,3.0,2360,6250,1.0,0,2,3,1460,900,1960,2012,4505,35,57,0
45,534500.0,3.0,2.5,1700,3150,2.0,0,0,3,1700,0,2005,0,2158,16,17,0
45,690000.0,2.0,1.75,1600,4000,1.0,0,0,5,850,750,1918,0,2179,35,53,0
45,530000.0,4.0,2.5,2050,6360,2.0,0,0,3,2050,0,1988,2000,2131,16,17,0
45,357186.0,2.0,1.75,1210,1040,2.0,0,0,3,1210,0,2014,0,2193,16,17,0
45,300000.0,5.0,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0,365,35,69,0
45,304000.0,4.0,2.0,1810,8750,1.0,0,0,2,1110,700,1967,0,597,32,36,0
45,385000.0,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0,2830,35,64,0
45,415000.0,4.0,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0,4003,35,54,0
45,963000.0,4.0,3.5,3280,6603,2.0,0,0,3,3280,0,2007,0,1139,3,5,0
45,309212.0,3.0,1.75,1150,9600,1.0,0,0,3,1150,0,1979,2014,3204,27,27,0
